ID_Venta,Producto,Categoria,Precio,Cantidad,Region,Descuento,Almacen,Metodo_Pago,Dia,Mes,Agno
42,Microondas,Electrodomestico,543.11,9,Asia,11.93,3,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,8.23,5,Transferencia Bancaria,11,2,2024
44,Smartphone,Electronica,780,7,Europa,29.52,7,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,12.28,9,Cheque,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,26.82,3,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,6.9,1,Tarjeta de Credito,12,2,2024
48,Laptop,Electronica,970,4,Asia,6.39,4,Cheque,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,0.93,8,Cheque,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,19.55,10,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,11.06,6,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,25.93,2,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,14.2,8,Efectivo,15,3,2024
54,Smartphone,Electronica,700,5,Europa,29.05,2,PayPal,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,5.57,3,Efectivo,17,3,2024
56,Laptop,Electronica,950,3,Asia,26.06,7,Transferencia Bancaria,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,23.3,9,Transferencia Bancaria,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,23.13,3,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,25.34,1,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,22.83,4,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,18.79,8,Tarjeta de Credito,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,3.94,6,Transferencia Bancaria,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,0.98,7,Cheque,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,27.63,2,Transferencia Bancaria,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,18.5,2,Desconocido,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,23.9,5,Efectivo,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,14.45,1,PayPal,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,3.52,3,Cheque,30,3,2024
69,Laptop,Electronica,970,4,Asia,3.76,1,Tarjeta de Credito,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,20.57,3,Transferencia Bancaria,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,12.91,2,Efectivo,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,6.02,5,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,14.75,1,Efectivo,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,1.93,3,Desconocido,5,4,2024
75,Smartphone,Electronica,700,5,Europa,17.46,1,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,8.07,4,Transferencia Bancaria,7,4,2024
77,Laptop,Electronica,950,3,Asia,23.93,10,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,9.31,6,Transferencia Bancaria,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,13.66,2,Cheque,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,0.35,8,Efectivo,15,1,2024
2,Smartphone,Electronica,700,5,Europa,2.17,2,Tarjeta de Credito,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,14.93,3,PayPal,17,1,2024
4,Laptop,Electronica,950,3,Asia,14.4,7,Cheque,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,18,1,Tarjeta de Credito,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,8.75,1,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,20.85,9,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,25.8,5,Cheque,22,1,2024
9,Laptop,Electronica,1000,2,Asia,23.4,4,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,1.19,2,Tarjeta de Credito,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,14.42,1,Cheque,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,3.15,6,Transferencia Bancaria,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,7.26,2,Tarjeta de Credito,27,1,2024
14,Laptop,Electronica,850,1,Europa,29.6,8,Efectivo,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,4.27,3,Cheque,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,14.97,5,Tarjeta de Credito,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,18.54,7,PayPal,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,21.07,9,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,16.79,3,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,0.29,1,Efectivo,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,9.79,4,Efectivo,4,2,2024
22,Laptop,Electronica,1050,2,Europa,15.53,8,Transferencia Bancaria,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,2.64,6,Efectivo,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,10.52,7,Transferencia Bancaria,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,1,2,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,2.36,10,Desconocido,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,11.91,6,PayPal,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,3.98,2,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,17.03,8,Cheque,12,2,2024
30,Laptop,Electronica,970,4,Asia,20.68,3,Cheque,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,24.02,5,PayPal,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,6,7,Transferencia Bancaria,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,5.02,9,Tarjeta de Credito,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,3.14,3,Transferencia Bancaria,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,19.09,7,Efectivo,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,21.19,9,Transferencia Bancaria,4,2,2024
37,Laptop,Electronica,1050,2,Europa,0.95,3,Cheque,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,28.09,1,Tarjeta de Credito,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,1.56,4,Transferencia Bancaria,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,16.24,8,Tarjeta de Credito,8,2,2024
41,Smartphone,Electronica,780,7,Europa,21.27,6,Tarjeta de Credito,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,26.13,7,Efectivo,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,21.42,2,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,24.05,2,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,10.18,5,PayPal,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,24.44,1,Tarjeta de Credito,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,2.4,3,PayPal,12,2,2024
48,Laptop,Electronica,970,4,Asia,26.84,1,Cheque,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,16.43,4,Tarjeta de Credito,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,24.52,10,Tarjeta de Credito,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,13.57,6,PayPal,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,19.31,2,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,15.79,8,Efectivo,15,3,2024
54,Smartphone,Electronica,700,5,Europa,21.95,2,Transferencia Bancaria,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,2.45,3,PayPal,17,3,2024
56,Laptop,Electronica,950,3,Asia,1.81,7,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,7.41,9,Transferencia Bancaria,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,4.79,3,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,26.15,1,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,6.58,4,Transferencia Bancaria,22,3,2024
61,Laptop,Electronica,1000,2,Asia,29.28,8,Efectivo,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,10.11,10,Efectivo,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,5.46,6,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,23.69,2,Transferencia Bancaria,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,19.76,8,Cheque,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,14.95,2,Transferencia Bancaria,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,16.66,3,PayPal,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,14.93,7,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,6.85,9,Efectivo,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,29.89,3,Tarjeta de Credito,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,29.24,1,Transferencia Bancaria,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,19.51,4,Transferencia Bancaria,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,5.99,8,Efectivo,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,20.41,6,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,2.17,7,Tarjeta de Credito,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,0.92,2,PayPal,7,4,2024
77,Laptop,Electronica,950,3,Asia,7.73,2,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,13.88,5,Tarjeta de Credito,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,26.05,1,Tarjeta de Credito,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,21.82,3,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,22.28,1,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,12.76,3,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,10.38,2,PayPal,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,11.13,5,Tarjeta de Credito,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,29.63,1,Efectivo,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,1.2,3,Transferencia Bancaria,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,26.01,1,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,17.36,4,Desconocido,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,13.16,10,PayPal,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,21.76,6,Efectivo,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,14.6,2,Transferencia Bancaria,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,26.2,8,Transferencia Bancaria,27,1,2024
14,Laptop,Electronica,850,1,Europa,27.02,2,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,12.65,3,Efectivo,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,8.3,7,Cheque,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,17.77,1,Efectivo,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,27.37,1,Cheque,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,6.32,9,Transferencia Bancaria,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,18.69,5,PayPal,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,18.95,4,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,21.99,2,Efectivo,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,3.95,1,Efectivo,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,21.47,6,Transferencia Bancaria,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,27.27,2,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,5.39,8,Tarjeta de Credito,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,14.93,3,PayPal,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,29.14,5,Cheque,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,5.43,7,PayPal,12,2,2024
30,Laptop,Electronica,970,4,Asia,25.63,9,Transferencia Bancaria,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,14.77,3,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,7.42,1,Cheque,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,26.12,4,Tarjeta de Credito,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,13.36,8,Desconocido,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,15.44,6,Efectivo,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,10.78,7,Tarjeta de Credito,4,2,2024
37,Laptop,Electronica,1050,2,Europa,17.79,2,Tarjeta de Credito,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,4.91,10,PayPal,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,11.73,6,PayPal,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,29.08,2,PayPal,8,2,2024
41,Smartphone,Electronica,780,7,Europa,7.74,8,Desconocido,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,19.7,3,Efectivo,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,9.76,5,Cheque,11,2,2024
44,Smartphone,Electronica,780,7,Europa,23.2,7,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,3.93,9,Efectivo,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,29.09,3,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,13.61,7,PayPal,12,2,2024
48,Laptop,Electronica,970,4,Asia,7.08,9,Cheque,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,2.2,3,Transferencia Bancaria,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,5.09,1,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,15.59,4,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,14.93,8,PayPal,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,24.87,6,Tarjeta de Credito,15,3,2024
54,Smartphone,Electronica,700,5,Europa,12.93,7,Cheque,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,7.46,2,Cheque,17,3,2024
56,Laptop,Electronica,950,3,Asia,18.51,2,Cheque,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,21.2,5,Transferencia Bancaria,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,5.01,1,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,14.93,3,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,1.1,1,PayPal,22,3,2024
61,Laptop,Electronica,1000,2,Asia,22.09,4,PayPal,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,19.91,10,Efectivo,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,14.24,6,Cheque,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,25.33,2,Tarjeta de Credito,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,24.17,8,PayPal,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,17.56,2,PayPal,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,26.05,3,Cheque,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,6.18,7,Efectivo,30,3,2024
69,Laptop,Electronica,970,4,Asia,3.36,9,Tarjeta de Credito,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,8.09,3,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,1.71,1,Desconocido,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,15.94,4,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,28.1,8,Tarjeta de Credito,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,1.18,6,PayPal,5,4,2024
75,Smartphone,Electronica,700,5,Europa,3.66,5,PayPal,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,13.57,7,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,28.02,4,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,9.48,3,PayPal,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,15.22,7,Transferencia Bancaria,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,1.25,20,Tarjeta de Credito,15,1,2024
2,Smartphone,Electronica,700,5,Europa,4.45,4,Desconocido,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,29.6,3,Efectivo,17,1,2024
4,Laptop,Electronica,950,3,Asia,28.95,6,Tarjeta de Credito,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,0.15,23,Cheque,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,28.55,70,Transferencia Bancaria,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,19.17,5,Tarjeta de Credito,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,26.04,3,Desconocido,22,1,2024
9,Laptop,Electronica,1000,2,Asia,13.64,4,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,15.47,2,PayPal,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,14.67,5,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,20.01,6,Cheque,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,4.19,5,PayPal,27,1,2024
14,Laptop,Electronica,850,1,Europa,0.9,7,Tarjeta de Credito,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,9.24,4,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,21.14,3,Efectivo,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,6.06,7,PayPal,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,20.2,20,Cheque,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,14.93,4,Efectivo,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,2.82,3,Desconocido,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,14.93,6,Tarjeta de Credito,4,2,2024
22,Laptop,Electronica,1050,2,Europa,13.31,23,Transferencia Bancaria,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,26.04,70,Efectivo,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,5.31,5,Transferencia Bancaria,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,20.78,3,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,25.14,4,Efectivo,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,28.34,2,Cheque,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,20.5,5,Transferencia Bancaria,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,14.92,6,Cheque,12,2,2024
30,Laptop,Electronica,970,4,Asia,18.54,5,Efectivo,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,26.07,7,Tarjeta de Credito,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,17.12,4,Efectivo,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,0.91,3,Cheque,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,27.93,7,Transferencia Bancaria,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,20.69,20,Transferencia Bancaria,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,20.3,4,Cheque,4,2,2024
37,Laptop,Electronica,1050,2,Europa,6.47,3,Transferencia Bancaria,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,19.77,6,PayPal,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,11.82,23,Tarjeta de Credito,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,19.54,70,Tarjeta de Credito,8,2,2024
41,Smartphone,Electronica,780,7,Europa,3.2,5,Tarjeta de Credito,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,19.74,3,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,29.98,4,Transferencia Bancaria,11,2,2024
44,Smartphone,Electronica,780,7,Europa,1.45,2,Efectivo,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,29.32,5,Efectivo,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,12.21,6,Tarjeta de Credito,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,26.12,5,PayPal,12,2,2024
48,Laptop,Electronica,970,4,Asia,23.47,7,Efectivo,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,17.01,4,Efectivo,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,22.15,3,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,26.36,7,PayPal,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,12.12,20,Tarjeta de Credito,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,9.81,4,Efectivo,15,3,2024
54,Smartphone,Electronica,700,5,Europa,20.03,3,PayPal,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,14.93,6,PayPal,17,3,2024
56,Laptop,Electronica,950,3,Asia,22.87,23,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,23.93,70,PayPal,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,13.07,5,PayPal,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,24.54,3,PayPal,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,3.61,4,Efectivo,22,3,2024
61,Laptop,Electronica,1000,2,Asia,16.33,2,Tarjeta de Credito,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,14.93,5,PayPal,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,9.74,8,PayPal,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,10.99,2,Efectivo,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,11.89,3,Tarjeta de Credito,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,20.86,7,Transferencia Bancaria,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,11.66,9,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,13.46,3,Tarjeta de Credito,30,3,2024
69,Laptop,Electronica,970,4,Asia,7.13,1,PayPal,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,11.2,4,Tarjeta de Credito,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,6.82,8,Tarjeta de Credito,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,2.2,6,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,18.1,7,Transferencia Bancaria,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,20.05,2,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,18.58,2,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,13.9,5,PayPal,7,4,2024
77,Laptop,Electronica,950,3,Asia,11.39,1,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,25.9,3,PayPal,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,15.57,1,PayPal,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,14.38,3,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,0.77,8,Efectivo,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,10.24,2,Cheque,17,1,2024
4,Laptop,Electronica,950,3,Asia,11.41,3,Desconocido,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,11.96,7,Cheque,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,17.41,9,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,16.01,3,Tarjeta de Credito,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,18.24,1,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,22.95,4,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,24.39,8,Tarjeta de Credito,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,21.54,6,Transferencia Bancaria,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,28.67,7,Cheque,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,0.55,2,Transferencia Bancaria,27,1,2024
14,Laptop,Electronica,850,1,Europa,5.87,2,Tarjeta de Credito,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,0.23,5,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,19.42,1,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,26.94,3,Transferencia Bancaria,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,7.3,1,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,14.93,3,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,1.81,1,PayPal,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,28.03,9,Transferencia Bancaria,4,2,2024
22,Laptop,Electronica,1050,2,Europa,10.55,5,Transferencia Bancaria,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,3.04,4,Desconocido,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,14.58,2,Tarjeta de Credito,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,7.7,1,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,8.55,6,Transferencia Bancaria,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,9.22,2,Efectivo,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,24.09,8,Cheque,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,16.17,3,Tarjeta de Credito,12,2,2024
30,Laptop,Electronica,970,4,Asia,9.34,5,Cheque,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,18.31,7,Cheque,14,2,2024
